movieId,tmdbId,id,title,overview,popularity,vote_average,vote_count,release_date,runtime,director,poster_path,genres,keywords,cast
82459,44264,44264,True Grit,"Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested.",49.292384,7.2,1668,2010-12-22,110.0,,,"[""Drama"", ""Adventure"", ""Western""]","[""loss of father"", ""father murder"", ""texas ranger"", ""alcoholism"", ""betrayal""]",[]
82461,20526,20526,TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",73.79505,6.3,2841,2010-12-10,125.0,,,"[""Adventure"", ""Action"", ""Science Fiction""]","[""artificial intelligence"", ""secret identity"", ""computer program"", ""dystopia"", ""computer"", ""deception"", ""duel"", ""motorcycle"", ""neon light"", ""autocracy""]",[]
85131,44943,44943,Battle: Los Angeles,"The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before.",49.199234,5.5,1448,2011-03-08,116.0,,,"[""Action"", ""Science Fiction""]","[""saving the world"", ""hero"", ""marine corps"", ""chaos"", ""retirement"", ""survivor"", ""meteor"", ""space invasion"", ""alien"", ""battlefield"", ""survival"", ""sergeant"", ""los angeles"", ""battle"", ""danger"", ""escapade"", ""u.s. marine"", ""heroic mission"", ""evil alien"", ""chaos and mayham""]",[]
85414,45612,45612,Source Code,"Decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, discovering he's involved in a mission to find the bomber of a Chicago commuter train. He learns he's part of a top-secret experimental program that enables him to experience the final 8 minutes of another person's life. Colter re-lives the train incident over and over again, gathering more clues each time. But can he discover who is responsible for the attack before the next one happens?",59.19888,7.1,2699,2011-03-30,93.0,,,"[""Thriller"", ""Science Fiction"", ""Mystery""]","[""bomb"", ""identity"", ""fantasy"", ""bomber"", ""suspicion"", ""time travel"", ""investigation"", ""surrealism"", ""soldier"", ""helicopter pilot""]",[]
85788,49018,49018,Insidious,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",58.594852,6.8,1737,2010-09-13,103.0,,,"[""Horror"", ""Thriller""]","[""medium"", ""evil spirit"", ""house warming"", ""aftercreditsstinger""]",[]
86332,10195,10195,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",86.493424,6.6,6525,2011-04-21,115.0,,,"[""Adventure"", ""Fantasy"", ""Action""]","[""new mexico"", ""banishment"", ""shield"", ""marvel comic"", ""hammer"", ""superhero"", ""based on comic book"", ""redemption"", ""norse mythology"", ""aftercreditsstinger"", ""marvel cinematic universe"", ""3d"", ""asgard"", ""odin"", ""heimdall""]",[]
86880,1865,1865,Pirates of the Caribbean: On Stranger Tides,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",135.413856,6.4,4948,2011-05-14,136.0,,,"[""Adventure"", ""Action"", ""Fantasy""]","[""sea"", ""captain"", ""mutiny"", ""sword"", ""prime minister"", ""sailing"", ""silver"", ""ship"", ""duke"", ""mermaid"", ""pirate"", ""soldier"", ""battle"", ""swashbuckler"", ""aftercreditsstinger"", ""3d""]",[]
86911,45243,45243,The Hangover Part II,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",58.040149,6.2,3739,2011-05-25,102.0,,,"[""Comedy""]","[""sun glasses"", ""interpol"", ""undercover cop"", ""hangover"", ""duringcreditsstinger""]",[]
87222,49444,49444,Kung Fu Panda 2,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",51.247321,6.7,1880,2011-05-25,91.0,,,"[""Animation"", ""Family""]","[""martial arts"", ""hope"", ""fleet"", ""panda"", ""mission"", ""woman director""]",[]
87430,44912,44912,Green Lantern,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",51.872839,5.1,2487,2011-06-16,114.0,,,"[""Adventure"", ""Action"", ""Thriller"", ""Science Fiction""]","[""dc comics"", ""transformation"", ""superhero"", ""alien"", ""alien infection"", ""magical object"", ""protector"", ""super powers"", ""origin"", ""3d""]",[]
87869,51540,51540,Horrible Bosses,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",50.309843,6.5,2277,2011-07-08,98.0,,,"[""Comedy"", ""Crime""]","[""conspiracy of murder"", ""bad boss"", ""employee"", ""death of father"", ""stakeout"", ""duringcreditsstinger""]",[]
87876,49013,49013,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,49.98659,5.8,2033,2011-06-11,106.0,,,"[""Animation"", ""Family"", ""Adventure"", ""Comedy""]","[""car race"", ""sequel"", ""comedy"", ""anthropomorphism"", ""best friend"", ""duringcreditsstinger""]",[]
88129,64690,64690,Drive,A Hollywood stunt performer who moonlights as a wheelman for criminals discovers that a contract has been put on him after a heist gone wrong.,49.294864,7.4,3725,2011-08-06,100.0,,,"[""Drama"", ""Action"", ""Thriller"", ""Crime""]","[""stuntman"", ""blood splatter"", ""independent film"", ""police chase"", ""extreme violence"", ""violence"", ""car chase"", ""bullet"", ""head stomp"", ""getaway"", ""crime lord"", ""existentialism"", ""silent protagonist"", ""great soundtrack""]",[]
88140,1771,1771,Captain America: The First Avenger,"Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",74.506246,6.6,7047,2011-07-22,124.0,,,"[""Action"", ""Adventure"", ""Science Fiction""]","[""new york"", ""usa"", ""world war ii"", ""nazis"", ""marvel comic"", ""superhero"", ""based on comic book"", ""nazi germany"", ""period drama"", ""brooklyn new york city"", ""captain america"", ""aftercreditsstinger"", ""marvel cinematic universe"", ""3d""]",[]
88744,61791,61791,Rise of the Planet of the Apes,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.",138.433168,7.0,4347,2011-08-03,105.0,,,"[""Thriller"", ""Action"", ""Drama"", ""Science Fiction""]","[""intelligence"", ""zoo"", ""cage"", ""dystopia"", ""golden gate bridge"", ""ape"", ""monkey"", ""medical research"", ""alzheimer's disease""]",[]
89745,24428,24428,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",144.448633,7.4,11776,2012-04-25,143.0,,,"[""Science Fiction"", ""Action"", ""Adventure""]","[""new york"", ""shield"", ""marvel comic"", ""superhero"", ""based on comic book"", ""alien invasion"", ""superhero team"", ""aftercreditsstinger"", ""duringcreditsstinger"", ""marvel cinematic universe""]",[]
89774,59440,59440,Warrior,"The inspirational story of an estranged family that finds redemption in the unlikeliest of places…the MMA ring. Tommy Riordan (Tom Hardy), an ex-marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for “Sparta”, the biggest MMA tournament ever held. But when Tommy’s underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart. What ensues is the most gut-wrenching, soul-stirring, and unforgettable battle of their lives.",51.915025,7.7,1272,2011-09-09,140.0,,,"[""Action"", ""Drama""]","[""bank"", ""training"", ""beating"", ""mixed martial arts"", ""teacher"", ""muscleman"", ""combat"", ""alcoholic"", ""gym"", ""exercise""]",[]
90405,49530,49530,In Time,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.",60.231382,6.7,3417,2011-10-27,109.0,,,"[""Action"", ""Thriller"", ""Science Fiction""]","[""bank"", ""future"", ""time"", ""dystopia"", ""race against time"", ""immortality"", ""on the run"", ""class differences"", ""cops and robbers\u00a0"", ""rich vs poor""]",[]
90746,17578,17578,The Adventures of Tintin,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",89.938296,6.7,2061,2011-10-25,107.0,,,"[""Adventure"", ""Animation"", ""Mystery""]","[""riddle"", ""captain"", ""treasure"", ""liquor"", ""treasure hunt"", ""sunken treasure"", ""plot"", ""reporter"", ""3d"", ""action""]",[]
91485,76163,76163,The Expendables 2,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",53.732892,6.1,2896,2012-08-08,103.0,,,"[""Action"", ""Adventure"", ""Thriller""]","[""airplane"", ""number in title"", ""airplane crash"", ""violence"", ""beard"", ""ensemble cast"", ""loss of friend"", ""wisecrack humor"", ""airport lounge"", ""asian woman""]",[]
91500,70160,70160,The Hunger Games,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",68.550698,6.9,9455,2012-03-12,142.0,,,"[""Science Fiction"", ""Adventure"", ""Fantasy""]","[""hallucination"", ""dystopia"", ""female protagonist"", ""bow and arrow"", ""knife throwing"", ""knife fight"", ""game"", ""archery"", ""blindness"", ""glamour"", ""roasted pig"", ""sponsor"", ""chariot"", ""fictional tv show"", ""mine explosion"", ""based on young adult novel""]",[]
91529,49026,49026,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",112.31295,7.6,9106,2012-07-16,165.0,,,"[""Action"", ""Crime"", ""Drama"", ""Thriller""]","[""dc comics"", ""crime fighter"", ""terrorist"", ""secret identity"", ""burglar"", ""hostage drama"", ""time bomb"", ""gotham city"", ""vigilante"", ""cover-up"", ""superhero"", ""villainess"", ""tragic hero"", ""terrorism"", ""destruction"", ""catwoman"", ""cat burglar"", ""imax"", ""flood"", ""criminal underworld"", ""batman""]",[]
91535,49040,49040,The Bourne Legacy,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.",90.33681,6.0,2651,2012-08-08,120.0,,,"[""Action"", ""Thriller""]","[""assassin"", ""wolf"", ""maryland"", ""suicide by gunshot"", ""rooftop"", ""exploding house"", ""laptop"", ""tracking device"", ""fake id"", ""seoul south korea"", ""pharmaceutical lab"", ""government conspiracy"", ""roof chase"", ""manila philippines"", ""hunted"", ""false passport"", ""alberta canada"", ""lieutenant general""]",[]
91542,58574,58574,Sherlock Holmes: A Game of Shadows,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",81.499621,7.0,3886,2011-11-22,129.0,,,"[""Adventure"", ""Action"", ""Crime"", ""Mystery""]","[""detective inspector"", ""steampunk"", ""criminal mastermind""]",[]
91630,56292,56292,Mission: Impossible - Ghost Protocol,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",77.77477,6.8,3972,2011-12-07,133.0,,,"[""Action"", ""Thriller"", ""Adventure""]","[""fight"", ""sequel"", ""mission"", ""explosion"", ""broken arm"", ""imax"", ""nuclear threat""]",[]
91974,52520,52520,Underworld: Awakening,"After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all.",58.401204,6.1,1862,2012-01-19,88.0,,,"[""Fantasy"", ""Action"", ""Horror""]","[""vampire"", ""daughter"", ""hybrid"", ""child vampire"", ""werewolf"", ""imax"", ""lab experiment"", ""werewolf child"", ""fang vamp""]",[]
91976,75174,75174,The Grey,An oil drilling team struggles to survive after a plane crash strands them in the wilds of Alaska. Hunting them is a pack of wolves that sees them as intruders.,48.552871,6.4,1451,2012-01-26,117.0,,,"[""Action"", ""Drama"", ""Thriller""]","[""alcohol"", ""isolation"", ""wolf"", ""wilderness"", ""forest"", ""stranded"", ""alaska"", ""survival"", ""airplane crash"", ""fear"", ""howling"", ""death"", ""animal killing"", ""freezing"", ""animal attack"", ""campfire"", ""male camaraderie"", ""gun in mouth"", ""aftercreditsstinger"", ""bar fight"", ""eaten alive"", ""eaten by animal""]",[]
92420,76726,76726,Chronicle,"Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",64.504747,6.6,1935,2012-02-01,84.0,,,"[""Science Fiction"", ""Drama"", ""Thriller""]","[""seattle"", ""telekinesis"", ""friendship"", ""loneliness"", ""outcast"", ""coming of age"", ""student"", ""teenager"", ""superpower"", ""found footage"", ""aftercreditsstinger"", ""abuse"", ""bittersweet""]",[]
92938,71676,71676,Ghost Rider: Spirit of Vengeance,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end.",48.622278,4.7,1135,2011-12-10,95.0,,,"[""Action"", ""Fantasy"", ""Thriller""]","[""monk"", ""eastern europe"", ""skeleton"", ""biker"", ""marvel comic"", ""superhero"", ""motorcycle"", ""devil"", ""dark hero"", ""ghost rider""]",[]
93270,57214,57214,Project X,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",49.070321,6.5,1564,2012-03-01,88.0,,,"[""Comedy"", ""Crime""]","[""vandalism"", ""high school"", ""swimming pool"", ""party"", ""teen movie"", ""teenager"", ""dog"", ""high school student"", ""fake documentary"", ""sex doll"", ""lime"", ""underwater photography"", ""bouncy castle"", ""flash grenade""]",[]
93510,64688,64688,21 Jump Street,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.",62.714026,6.7,4074,2012-03-12,109.0,,,"[""Action"", ""Comedy"", ""Crime""]","[""male friendship"", ""high school"", ""parody"", ""crude humor"", ""based on tv series"", ""undercover cop"", ""buddy cop"", ""buddy comedy"", ""duringcreditsstinger""]",[]
93840,22970,22970,The Cabin in the Woods,"Five college friends spend the weekend at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods.",73.987775,6.5,2263,2012-04-12,95.0,,,"[""Horror"", ""Thriller""]","[""cabin"", ""plot twist"", ""cabin in the woods"", ""filmed killing"", ""video wall"", ""speaker phone"", ""mounted animal head"", ""young adult""]",[]
94015,62764,62764,Mirror Mirror,"After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil...",48.126297,5.5,1114,2012-03-15,106.0,,,"[""Adventure"", ""Fantasy"", ""Drama"", ""Comedy"", ""Science Fiction"", ""Family""]","[""attempted murder"", ""fairy tale"", ""black magic"", ""cockroach"", ""villainess"", ""good vs evil"", ""woman fights man"", ""insecurity"", ""mirror"", ""snow kingdom"", ""snow white"", ""evil queen"", ""enchantress"", ""gala"", ""financial problem"", ""pendant"", ""half naked man"", ""returning money"", ""evil plot"", ""duringcreditsstinger""]",[]
94018,44833,44833,Battleship,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",64.928382,5.5,2114,2012-04-11,131.0,,,"[""Thriller"", ""Action"", ""Adventure"", ""Science Fiction""]","[""fight"", ""u.s. navy"", ""mind reading"", ""hong kong"", ""soccer"", ""scientist"", ""fictional war"", ""naval"", ""armada"", ""battleship"", ""naval combat"", ""jds myoko"", ""lost communication"", ""taser"", ""buoy"", ""communications expert"", ""joint chiefs of staff"", ""crash landing"", ""jet fighter pilot"", ""navy lieutenant"", ""permission to marry"", ""uss john paul jones"", ""based on board game"", ""aftercreditsstinger"", ""mighty mo"", ""uss missouri""]",[]
94478,62213,62213,Dark Shadows,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,50.306728,5.7,2320,2012-05-08,113.0,,,"[""Comedy"", ""Fantasy""]","[""witch"", ""imprisonment"", ""vampire"", ""curse"", ""fish out of water"", ""chains"", ""gothic"", ""madness"", ""old house"", ""lost love"", ""angry mob"", ""18th century"", ""ghost"", ""hidden room"", ""old mansion""]",[]
94777,41154,41154,Men in Black 3,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",52.035179,6.2,4160,2012-05-23,106.0,,,"[""Action"", ""Comedy"", ""Science Fiction""]","[""time travel"", ""time machine"", ""alien"", ""fictional government agency"", ""seeing the future"", ""changing history""]",[]
94780,58595,58595,Snow White and the Huntsman,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",77.178973,5.8,3118,2012-05-30,127.0,,,"[""Adventure"", ""Fantasy"", ""Drama""]","[""queen"", ""magic"", ""fairy tale"", ""immortality"", ""forest"", ""deception"", ""woman"", ""eternal youth"", ""snow white"", ""evil queen"", ""evil stepmother"", ""imprisoned"", ""sorceress""]",[]
94864,70981,70981,Prometheus,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",68.889395,6.3,5080,2012-05-30,124.0,,,"[""Science Fiction"", ""Adventure"", ""Mystery""]","[""android"", ""dystopia"", ""alien"", ""spin off"", ""creation"", ""emergency surgery"", ""aftercreditsstinger"", ""stasis"", ""archeological dig"", ""god complex"", ""cave drawing"", ""genetic mutation"", ""origins of life""]",[]
95167,62177,62177,Brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",125.114374,6.7,4641,2012-06-21,93.0,,,"[""Animation"", ""Adventure"", ""Comedy"", ""Family"", ""Action"", ""Fantasy""]","[""scotland"", ""rebel"", ""bravery"", ""kingdom"", ""archer"", ""wish"", ""bear"", ""scot"", ""rebellious daughter"", ""turns into animal"", ""archery"", ""ruins"", ""aftercreditsstinger"", ""peace offering"", ""woman director"", ""courage"", ""3d""]",[]
95441,72105,72105,Ted,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",68.87691,6.3,4697,2012-06-29,106.0,,,"[""Comedy"", ""Fantasy""]","[""friendship"", ""love"", ""teddy bear"", ""toy comes to life"", ""wishes come true""]",[]
95510,1930,1930,The Amazing Spider-Man,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",89.866276,6.5,6586,2012-06-27,136.0,,,"[""Action"", ""Adventure"", ""Fantasy""]","[""loss of father"", ""vigilante"", ""serum"", ""marvel comic"", ""scientific experiment"", ""spider bite"", ""masked vigilante"", ""reboot"", ""super powers"", ""genetic engineering"", ""social outcast"", ""duringcreditsstinger""]",[]
95543,57800,57800,Ice Age: Continental Drift,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",65.229868,6.2,2672,2012-06-26,88.0,,,"[""Animation"", ""Comedy"", ""Adventure"", ""Family""]","[""blue footed booby"", ""prehistoric times"", ""melting ice"", ""badger"", ""elephant seal"", ""floating ice"", ""land bridge"", ""era"", ""glaciale"", ""deriva""]",[]
96079,37724,37724,Skyfall,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",93.004993,6.9,7604,2012-10-25,143.0,,,"[""Action"", ""Adventure"", ""Thriller""]","[""spy"", ""secret agent"", ""sociopath"", ""killer"", ""art gallery"", ""british secret service"", ""istanbul turkey"", ""imax"", ""uzi"", ""booby trap"", ""impersonating a police officer"", ""macao""]",[]
96737,49049,49049,Dredd,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.",57.673932,6.6,1940,2012-09-07,95.0,,,"[""Action"", ""Science Fiction""]","[""usa"", ""corruption"", ""crime fighter"", ""judge"", ""metropolis"", ""law"", ""post-apocalyptic"", ""dystopia"", ""executive case"", ""police"", ""futuristic"", ""based on comic book"", ""gore"", ""survival"", ""gunfight"", ""gangster"", ""extreme violence"", ""psychic"", ""violence"", ""criminal"", ""justice"", ""drug lord"", ""based on graphic novel"", ""dystopic future"", ""dark humor"", ""expert marksman"", ""rookie"", ""dredd"", ""2000 ad""]",[]
96811,77016,77016,End of Watch,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,49.517264,7.2,1170,2012-09-20,109.0,,,"[""Crime"", ""Drama"", ""Thriller""]","[""los angeles"", ""bullet proof vest"", ""u.s. marine"", ""medal of valor"", ""police sergeant"", ""felon"", ""golden gun""]",[]
96861,82675,82675,Taken 2,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",49.353524,6.1,2757,2012-09-27,91.0,,,"[""Action"", ""Crime"", ""Thriller""]","[""kidnapping"", ""turkey"", ""police chase"", ""bag over head"", ""violence"", ""fbi agent"", ""teenage daughter"", ""stealing a car"", ""ex-husband ex-wife relationship"", ""albanian"", ""u.s. embassy"", ""killed in an elevator"", ""security guard killed""]",[]
97225,76492,76492,Hotel Transylvania,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teen-aged daughter.",56.257411,6.8,2566,2012-09-20,91.0,,,"[""Animation"", ""Comedy"", ""Family"", ""Fantasy""]","[""witch"", ""magic"", ""mummy"", ""vampire"", ""dracula"", ""skeleton"", ""backpacker"", ""frankenstein"", ""wolfman"", ""zombie"", ""invisible man"", ""duringcreditsstinger"", ""\u00a0nosferatu"", ""protective father"", ""fang vamp""]",[]
97304,68734,68734,Argo,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",62.01056,7.1,3423,2012-10-11,120.0,,,"[""Drama"", ""Thriller""]","[""cia"", ""wife husband relationship"", ""document"", ""revolution"", ""hiding place"", ""canadian"", ""press conference"", ""biography"", ""hanged man"", ""american abroad"", ""crane"", ""subtitled scene"", ""movie poster"", ""based on article"", ""extraction"", ""iran hostage crisis"", ""sweatshop"", ""intelligence agent"", ""film studio"", ""langley virginia"", ""1980s""]",[]
